game,game_time,blue_team,blue_team_dragons,blue_team_gold,blue_team_inhibitors,blue_team_barons,blue_team_towers,blue_team_kills,blue_team_top,blue_team_top_kills,blue_team_top_deaths,blue_team_top_assists,blue_team_top_cs,blue_team_top_gold,blue_team_jungle,blue_team_jungle_kills,blue_team_jungle_deaths,blue_team_jungle_assists,blue_team_jungle_cs,blue_team_jungle_gold,blue_team_mid,blue_team_mid_kills,blue_team_mid_deaths,blue_team_mid_assists,blue_team_mid_cs,blue_team_mid_gold,blue_team_bottom,blue_team_bottom_kills,blue_team_bottom_deaths,blue_team_bottom_assists,blue_team_bottom_cs,blue_team_bottom_gold,blue_team_support,blue_team_support_kills,blue_team_support_deaths,blue_team_support_assists,blue_team_support_cs,blue_team_support_gold,red_team,red_team_dragons,red_team_gold,red_team_inhibitors,red_team_barons,red_team_towers,red_team_kills,red_team_top,red_team_top_kills,red_team_top_deaths,red_team_top_assists,red_team_top_cs,red_team_top_gold,red_team_jungle,red_team_jungle_kills,red_team_jungle_deaths,red_team_jungle_assists,red_team_jungle_cs,red_team_jungle_gold,red_team_mid,red_team_mid_kills,red_team_mid_deaths,red_team_mid_assists,red_team_mid_cs,red_team_mid_gold,red_team_bottom,red_team_bottom_kills,red_team_bottom_deaths,red_team_bottom_assists,red_team_bottom_cs,red_team_bottom_gold,red_team_support,red_team_support_kills,red_team_support_deaths,red_team_support_assists,red_team_support_cs,red_team_support_gold
61,late,LLL,['infernal'],44.7 K,0,0,3,18,Robo,3,0,3,252,10.4 K,Croc,2,5,13,143,8.5 K,tinowns,4,1,9,190,9.4 K,Route,5,0,12,48,8.3 K,RedBert,4,3,10,144,8.2 K,FUR,"['ocean', 'cloud']",39.0 K,0,0,1,9,xyno,3,1,2,229,9.6 K,stiner,2,4,6,123,7.3 K,Tutsz,1,1,6,209,8.3 K,Ayu,3,6,3,184,8.3 K,zay,0,6,9,23,5.5 K
62,late,VKS,['infernal'],33.1 K,0,0,1,4,Guigo,1,0,1,205,7.8 K,Disamis,1,1,1,107,5.8 K,Leleko,1,0,2,207,7.7 K,Smiley,1,2,1,177,6.9 K,ProDelta,0,1,4,22,4.9 K,FX,"['mountain', 'hextech']",30.7 K,0,0,0,4,Kiari,0,1,0,179,6.6 K,sting,0,2,2,105,5.3 K,Fuuu,2,0,0,204,7.3 K,Kojima,1,0,2,166,6.9 K,scamber,1,1,2,19,4.6 K
63,late,RED,"['chemtech', 'ocean', 'ocean', 'ocean']",73.5 K,4,2,11,18,fNb,6,0,9,369,18.6 K,Aegis,0,1,16,197,12.2 K,Grevthar,3,1,14,275,13.8 K,Brance,8,1,5,385,18.9 K,JoJo,1,1,15,41,10.0 K,KBM,"['ocean', 'cloud']",63.8 K,0,0,6,4,Lonely,0,5,1,305,12.7 K,Malrang,0,5,3,198,10.3 K,Hauz,3,2,0,397,16.9 K,Netuno,0,1,4,408,16.0 K,Ceos,1,5,1,41,7.9 K
64,late,PNG,[],47.8 K,0,0,2,10,Wizer,2,3,3,262,10.6 K,CarioK,4,3,2,160,9.5 K,dyNquedo,3,2,3,260,11.3 K,TitaN,1,4,7,38,8.4 K,Kuri,0,2,3,176,8.1 K,LBR,"['mountain', 'mountain', 'cloud', 'ocean']",57.5 K,1,2,8,14,Makes,5,1,7,241,12.9 K,Drakehero,0,0,8,219,11.2 K,Pilot,5,2,3,248,12.9 K,micaO,2,2,7,257,12.4 K,Cavalo,2,5,6,37,8.2 K
65,late,ITZ,"['ocean', 'cloud']",54.5 K,0,1,4,3,Tay,0,5,2,235,11.9 K,Yampi,0,3,2,168,9.4 K,Aithusa,2,4,1,285,13.1 K,NinjaKiwi,0,6,1,311,12.9 K,Damage,1,5,1,32,7.2 K,LOS,"['infernal', 'infernal', 'infernal']",65.6 K,1,1,9,23,SuperCleber,11,2,8,271,17.0 K,Seize,6,0,10,223,12.9 K,Envy,5,1,17,265,13.8 K,Celo,0,0,22,95,10.4 K,Kabbie,1,0,16,227,11.4 K
66,late,FX,[],29.1 K,0,0,1,3,Kiari,0,0,0,154,5.7 K,sting,1,1,2,119,5.9 K,Fuuu,1,0,2,179,7.2 K,Kojima,1,1,2,150,6.3 K,scamber,0,0,3,31,4.1 K,LLL,"['chemtech', 'infernal']",28.8 K,0,0,1,2,Robo,1,1,0,186,7.5 K,Croc,0,1,1,108,5.0 K,tinowns,1,0,0,166,6.3 K,Route,0,0,1,48,4.7 K,RedBert,0,1,1,126,5.4 K
67,late,LOS,[],33.7 K,0,0,2,2,SuperCleber,0,1,1,207,8.5 K,Seize,0,0,2,121,6.0 K,Envy,0,0,0,188,7.1 K,Celo,1,0,0,190,7.4 K,Kabbie,1,0,1,32,4.8 K,PNG,"['cloud', 'infernal', 'mountain']",33.7 K,0,0,2,1,Wizer,1,1,0,176,7.2 K,CarioK,0,0,1,133,6.0 K,dyNquedo,0,0,0,215,7.7 K,TitaN,0,1,0,233,8.0 K,Kuri,0,0,0,30,4.7 K
68,late,FUR,"['mountain', 'hextech', 'cloud', 'cloud', 'elder']",81.2 K,1,1,7,23,xyno,2,4,12,347,16.5 K,stiner,2,4,15,238,14.7 K,Tutsz,9,2,14,297,18.0 K,Ayu,7,3,9,348,19.1 K,zay,3,4,17,78,12.8 K,ITZ,"['elder', 'cloud']",75.2 K,0,2,5,17,Tay,3,2,8,286,15.3 K,Yampi,0,5,11,209,13.1 K,Aithusa,6,4,9,331,17.9 K,NinjaKiwi,5,4,8,336,17.8 K,Damage,3,8,11,55,11.2 K
69,late,KBM,['chemtech'],65.4 K,0,0,4,6,Lonely,2,1,2,334,15.1 K,Malrang,1,3,3,197,11.4 K,Hauz,0,1,6,313,14.0 K,Netuno,2,2,3,395,16.2 K,Ceos,1,1,4,37,8.6 K,LBR,"['elder', 'chemtech', 'chemtech', 'ocean', 'hextech']",74.0 K,2,2,10,8,Makes,0,1,6,306,14.6 K,Drakehero,3,1,4,324,16.3 K,Pilot,3,1,4,367,16.9 K,micaO,1,3,6,85,12.3 K,Cavalo,1,0,5,280,13.9 K
7,late,FUR,"['hextech', 'cloud', 'chemtech', 'chemtech']",66.0 K,2,1,10,29,Destroy,2,2,4,231,11.7 K,Mir,3,3,17,156,11.3 K,Tutsz,2,2,16,261,14.8 K,Ayu,11,0,9,270,15.6 K,zay,11,1,9,48,12.7 K,LBR,[],49.6 K,0,0,1,8,Makes,0,5,1,249,9.7 K,Drakehero,3,7,4,183,10.3 K,Pilot,5,2,2,270,13.2 K,micaO,0,7,1,227,9.4 K,Cavalo,0,8,7,35,7.1 K
70,late,RED,"['ocean', 'ocean', 'ocean']",69.9 K,1,1,9,16,fNb,8,2,3,320,16.7 K,Aegis,1,2,12,199,11.5 K,Grevthar,2,1,8,279,13.2 K,Brance,5,1,6,414,18.8 K,JoJo,0,0,12,32,9.7 K,VKS,"['infernal', 'cloud']",60.4 K,0,0,4,6,Guigo,2,3,1,286,13.0 K,Disamis,0,5,3,158,9.2 K,Leleko,2,3,1,339,14.1 K,Smiley,2,2,3,397,15.8 K,ProDelta,0,3,4,28,8.2 K
71,late,FX,"['hextech', 'ocean', 'ocean']",72.2 K,0,1,6,6,Kiari,2,1,2,365,16.5 K,sting,0,2,3,308,14.3 K,Fuuu,1,5,2,299,14.4 K,Kojima,2,2,1,355,17.3 K,scamber,1,3,2,31,9.7 K,RED,"['elder', 'ocean', 'ocean', 'ocean', 'infernal']",81.6 K,2,2,10,13,fNb,3,1,2,412,18.4 K,Aegis,0,1,10,250,14.2 K,Grevthar,5,1,6,363,18.0 K,Brance,5,2,5,395,20.0 K,JoJo,0,1,11,40,11.0 K
72,late,FUR,"['chemtech', 'mountain']",56.3 K,0,0,4,3,xyno,0,5,0,272,11.4 K,stiner,0,5,2,160,8.8 K,Tutsz,1,0,1,324,12.8 K,Ayu,2,1,1,372,15.7 K,uZent,0,5,3,42,7.6 K,LOS,"['hextech', 'hextech', 'hextech']",66.1 K,3,2,11,16,SuperCleber,4,1,7,315,16.9 K,Seize,2,1,7,201,11.5 K,Envy,8,0,5,286,14.9 K,Celo,2,1,6,309,13.8 K,Kabbie,0,0,11,39,8.9 K
73,late,LBR,"['chemtech', 'chemtech', 'chemtech', 'elder']",88.8 K,1,3,8,34,Makes,9,8,11,295,19.6 K,Drakehero,5,2,25,241,16.7 K,Pilot,10,3,13,386,21.0 K,micaO,8,6,18,255,18.9 K,Cavalo,2,8,25,48,12.6 K,VKS,"['chemtech', 'chemtech', 'infernal', 'mountain']",83.0 K,0,0,6,27,Guigo,8,11,9,297,17.1 K,Disamis,4,6,15,248,15.7 K,Leleko,5,5,14,303,16.4 K,Smiley,7,6,10,424,20.3 K,ProDelta,3,6,15,87,13.6 K
74,late,LLL,"['chemtech', 'cloud']",45.9 K,0,1,3,10,Robo,1,2,4,238,10.3 K,Croc,3,3,4,140,8.8 K,tinowns,4,0,2,237,10.6 K,Route,1,0,5,59,7.6 K,RedBert,1,4,4,176,8.5 K,ITZ,"['infernal', 'infernal']",44.2 K,0,0,2,9,Tay,2,2,2,236,10.4 K,Yampi,0,3,5,143,7.5 K,Aithusa,2,2,4,231,9.8 K,NinjaKiwi,5,3,2,233,10.9 K,Damage,0,0,6,25,5.7 K
75,late,PNG,[],50.9 K,0,0,3,3,Wizer,0,1,1,281,11.2 K,CarioK,1,5,1,171,9.3 K,dyNquedo,1,3,2,236,11.0 K,TitaN,1,5,0,291,12.5 K,Kuri,0,1,2,45,7.0 K,KBM,"['chemtech', 'chemtech', 'hextech', 'infernal']",62.2 K,1,2,8,15,Lonely,0,0,6,282,12.3 K,Malrang,3,0,12,167,11.1 K,Hauz,3,2,12,256,13.3 K,Netuno,9,0,5,300,16.5 K,Ceos,0,1,14,38,8.9 K
76,late,ITZ,"['cloud', 'ocean', 'hextech', 'hextech', 'elder']",54.2 K,1,0,7,13,Tay,2,1,0,272,12.2 K,Yampi,3,0,6,165,10.1 K,Aithusa,1,2,8,210,10.0 K,NinjaKiwi,7,1,5,302,14.6 K,Damage,0,0,9,29,7.2 K,KBM,[],48.9 K,0,0,2,4,Lonely,1,2,1,271,12.2 K,Malrang,0,1,2,189,8.9 K,Hauz,2,2,1,265,12.0 K,Netuno,0,4,3,48,7.4 K,Ceos,0,4,1,195,8.5 K
77,late,PNG,['ocean'],61.1 K,0,1,3,16,Wizer,0,7,6,220,10.3 K,CarioK,0,9,6,170,9.7 K,dyNquedo,7,3,6,261,14.1 K,TitaN,9,2,4,370,18.6 K,Kuri,0,3,11,36,8.4 K,FX,"['cloud', 'cloud', 'cloud', 'chemtech']",69.3 K,1,1,8,24,Kiari,4,2,11,289,16.0 K,sting,10,3,9,198,14.1 K,Fuuu,3,3,10,310,14.0 K,Kojima,5,2,8,337,15.8 K,scamber,2,6,14,29,9.3 K
78,late,LOS,"['hextech', 'mountain']",37.1 K,0,0,4,8,SuperCleber,1,0,1,202,8.2 K,Seize,2,0,4,129,7.2 K,Envy,3,0,1,186,8.1 K,Celo,2,2,3,189,8.0 K,Kabbie,0,0,7,23,5.6 K,LBR,['ocean'],31.4 K,0,0,1,2,Makes,0,2,1,168,6.6 K,Drakehero,1,0,0,156,6.9 K,Pilot,0,2,1,181,6.9 K,micaO,1,0,1,154,6.6 K,Cavalo,0,4,1,30,4.5 K
79,late,RED,"['hextech', 'hextech']",50.7 K,0,0,2,9,fNb,3,2,3,259,11.2 K,Aegis,1,6,6,190,9.7 K,Grevthar,3,0,5,248,11.2 K,Brance,2,0,3,288,12.0 K,JoJo,0,1,6,27,6.6 K,LLL,"['hextech', 'infernal', 'cloud']",51.4 K,0,0,2,9,Robo,4,4,1,276,11.5 K,Croc,1,2,7,161,9.1 K,tinowns,1,0,3,285,11.2 K,Route,3,1,2,299,12.9 K,RedBert,0,2,7,20,6.6 K
8,late,KBM,"['mountain', 'infernal']",56.1 K,1,1,7,13,Lonely,1,4,7,229,11.0 K,Malrang,3,0,5,185,10.8 K,Hauz,3,1,5,253,11.7 K,Netuno,5,1,3,311,14.6 K,Ceos,1,0,8,40,7.9 K,VKS,"['cloud', 'cloud']",49.1 K,0,0,2,6,Guigo,3,2,2,270,12.0 K,Disamis,0,2,4,168,8.4 K,Toucouille,1,3,3,228,9.6 K,Smiley,1,2,2,311,11.8 K,ProDelta,1,4,3,44,7.2 K
80,late,VKS,"['cloud', 'cloud']",68.8 K,1,1,9,20,Guigo,5,2,7,299,15.2 K,Disamis,2,4,12,175,11.3 K,Leleko,1,4,15,276,13.8 K,Smiley,11,0,5,385,19.0 K,ProDelta,1,2,16,36,9.5 K,FUR,"['cloud', 'infernal', 'hextech']",62.8 K,0,0,4,12,xyno,2,6,4,311,16.7 K,stiner,4,3,6,187,11.2 K,Tutsz,4,3,6,288,13.5 K,Ayu,2,4,2,322,13.6 K,uZent,0,4,4,40,7.7 K
81,late,ITZ,"['chemtech', 'hextech', 'infernal', 'infernal', 'elder', 'elder']",73.7 K,0,0,4,19,Tay,5,4,7,359,17.4 K,Yampi,3,5,10,229,13.6 K,Aithusa,4,2,13,275,14.8 K,NinjaKiwi,5,3,14,74,14.0 K,Damage,2,3,12,260,13.9 K,FX,[],74.2 K,2,2,7,17,Kiari,7,4,5,313,16.6 K,sting,1,3,8,244,13.9 K,Fuuu,4,1,10,308,16.0 K,Kojima,4,3,7,390,18.0 K,scamber,1,8,10,24,9.7 K
82,late,VKS,"['chemtech', 'mountain', 'hextech', 'hextech']",58.8 K,1,1,9,16,Guigo,6,0,4,268,13.9 K,Disamis,3,3,4,181,10.3 K,Leleko,1,0,13,278,11.9 K,Smiley,6,1,6,304,14.5 K,ProDelta,0,2,13,41,8.1 K,PNG,[],46.6 K,0,0,2,6,Wizer,2,3,1,210,9.9 K,CarioK,0,5,4,174,8.7 K,dyNquedo,2,2,2,263,10.6 K,TitaN,1,3,2,290,11.0 K,Kuri,1,3,4,33,6.5 K
83,late,KBM,['ocean'],31.7 K,0,0,2,8,Lonely,7,0,0,161,9.0 K,Malrang,0,2,1,102,5.3 K,Hauz,1,1,0,166,7.3 K,Netuno,0,1,0,165,6.1 K,Ceos,0,0,0,35,4.1 K,FUR,['infernal'],28.9 K,0,0,1,4,xyno,1,5,0,116,5.1 K,stiner,0,2,4,92,4.9 K,Tutsz,1,0,3,182,6.8 K,Ayu,2,1,2,191,7.9 K,zay,0,0,4,22,4.2 K
84,late,LLL,"['mountain', 'chemtech', 'cloud', 'cloud']",59.4 K,2,1,10,20,Robo,9,2,3,261,13.8 K,Croc,2,2,15,190,11.7 K,tinowns,3,0,10,260,12.8 K,Route,5,2,8,260,12.9 K,RedBert,1,1,15,37,8.1 K,LOS,[],45.5 K,0,0,2,7,SuperCleber,2,3,1,259,10.9 K,Seize,1,6,4,136,8.0 K,Envy,1,6,5,237,9.8 K,Celo,1,3,2,242,9.8 K,Kabbie,2,2,3,42,7.0 K
85,late,LBR,[],42.5 K,0,0,1,3,Makes,1,3,1,225,9.4 K,Drakehero,0,1,3,147,7.8 K,Pilot,2,0,0,274,10.8 K,micaO,0,7,1,221,8.6 K,Cavalo,0,4,2,29,5.9 K,RED,"['infernal', 'infernal', 'cloud', 'mountain']",53.5 K,2,1,9,15,fNb,3,0,1,214,11.1 K,Aegis,3,1,8,154,9.6 K,Grevthar,3,2,5,248,11.3 K,Brance,6,0,8,280,14.1 K,JoJo,0,0,13,26,7.4 K
86,late,PNG,['ocean'],80.6 K,0,1,7,25,Wizer,9,3,7,332,20.2 K,CarioK,0,6,19,187,12.4 K,dyNquedo,7,5,9,338,17.2 K,TitaN,6,5,12,374,19.2 K,Kuri,3,4,14,78,11.6 K,ITZ,"['elder', 'ocean', 'ocean', 'hextech', 'chemtech']",79.9 K,0,2,5,23,Tay,5,2,12,358,17.8 K,Yampi,2,6,11,187,12.7 K,Aithusa,8,5,10,376,19.3 K,NinjaKiwi,7,5,12,346,19.2 K,Damage,1,7,19,35,10.8 K
87,late,FX,"['hextech', 'infernal', 'cloud', 'cloud']",60.6 K,1,1,9,16,Kiari,0,1,3,283,12.2 K,sting,6,0,5,184,11.7 K,Fuuu,3,1,8,279,12.8 K,Kojima,7,0,8,313,15.8 K,scamber,0,4,15,18,8.1 K,LBR,[],50.2 K,0,0,2,6,Makes,0,2,1,266,10.8 K,Drakehero,1,2,2,196,9.4 K,Pilot,4,2,1,297,12.7 K,micaO,1,3,0,260,10.6 K,Cavalo,0,7,3,33,6.6 K
88,late,FUR,[],47.4 K,0,1,3,9,xyno,3,7,4,193,10.1 K,stiner,2,6,6,132,8.8 K,Tutsz,2,3,5,243,11.1 K,Ayu,1,3,3,262,10.6 K,zay,1,1,5,19,6.9 K,RED,"['infernal', 'infernal', 'mountain', 'ocean']",58.1 K,2,0,10,20,fNb,2,1,9,303,13.9 K,Aegis,3,4,11,205,11.6 K,Grevthar,3,3,7,194,9.9 K,Brance,11,0,6,282,15.3 K,JoJo,1,1,16,22,7.4 K
89,late,KBM,"['hextech', 'chemtech']",65.1 K,0,0,5,6,Lonely,1,3,4,293,13.9 K,Malrang,0,3,6,164,9.9 K,Hauz,3,4,2,415,16.9 K,Netuno,2,2,4,400,16.4 K,Ceos,0,3,6,50,8.1 K,LOS,"['infernal', 'infernal', 'infernal', 'infernal']",76.6 K,4,3,11,15,SuperCleber,6,0,6,382,18.3 K,Seize,1,2,10,175,12.2 K,Envy,1,2,11,339,16.2 K,Celo,7,0,7,408,20.3 K,Kabbie,0,2,10,45,9.5 K
9,late,ITZ,"['hextech', 'cloud', 'mountain', 'mountain']",81.5 K,3,1,9,24,Tay,6,3,4,320,17.7 K,Yampi,2,4,16,188,12.8 K,Aithusa,8,4,13,283,17.2 K,NinjaKiwi,8,4,13,423,22.4 K,Damage,0,4,22,46,11.4 K,RED,"['mountain', 'mountain', 'mountain']",84.9 K,3,3,9,19,fNb,2,2,12,322,18.3 K,Aegis,4,7,7,269,15.9 K,Grevthar,6,4,8,356,19.5 K,Brance,6,4,7,342,19.4 K,JoJo,1,7,15,42,11.9 K
90,late,LLL,[],49.2 K,0,0,3,11,Robo,4,7,2,219,11.6 K,Croc,1,5,7,154,8.8 K,tinowns,3,2,3,236,10.9 K,Route,3,2,3,271,11.3 K,RedBert,0,6,8,34,6.6 K,VKS,"['mountain', 'mountain', 'chemtech', 'cloud']",58.9 K,1,1,8,22,Guigo,5,1,9,260,13.9 K,Disamis,5,1,13,188,11.3 K,Leleko,3,2,14,225,11.4 K,Smiley,9,3,8,260,14.2 K,ProDelta,0,4,19,31,8.1 K
91,late,KBM,['infernal'],77.4 K,1,2,7,19,Lonely,4,6,4,257,14.8 K,Malrang,1,2,13,226,13.3 K,Hauz,6,2,9,365,19.8 K,Netuno,7,2,5,323,18.5 K,Ceos,1,6,17,46,10.9 K,PNG,"['elder', 'mountain', 'mountain', 'mountain', 'ocean']",80.1 K,2,1,10,18,Wizer,2,3,3,370,17.0 K,CarioK,9,4,7,234,16.5 K,dyNquedo,2,4,8,335,16.0 K,TitaN,5,3,7,454,20.2 K,Kuri,0,5,13,39,10.3 K
92,late,PNG,"['cloud', 'ocean', 'ocean', 'ocean']",61.7 K,1,0,7,9,Wizer,0,0,3,361,13.8 K,CarioK,0,1,4,211,10.4 K,dyNquedo,4,0,0,348,14.4 K,TitaN,4,0,2,342,14.9 K,Kuri,1,1,4,48,8.2 K,KBM,['chemtech'],52.0 K,0,0,1,2,Lonely,0,2,1,282,11.1 K,Malrang,0,1,2,180,9.2 K,Hauz,0,1,0,297,10.8 K,Netuno,2,1,0,305,14.0 K,Ceos,0,4,2,43,6.8 K
93,late,KBM,"['chemtech', 'mountain', 'infernal', 'infernal']",57.2 K,1,0,8,17,Lonely,1,1,5,281,12.1 K,Malrang,6,1,8,169,10.7 K,Hauz,3,2,11,255,11.5 K,Netuno,6,1,7,292,14.6 K,Ceos,1,0,15,33,8.3 K,PNG,[],46.9 K,0,0,0,5,Wizer,0,2,3,246,9.4 K,CarioK,1,6,3,159,8.4 K,dyNquedo,1,1,2,265,10.5 K,TitaN,3,5,2,280,12.4 K,Kuri,0,3,4,27,6.2 K
94,late,PNG,"['chemtech', 'hextech']",50.5 K,0,1,4,7,Wizer,1,1,5,254,10.9 K,CarioK,0,1,6,176,9.4 K,dyNquedo,1,1,5,272,11.1 K,TitaN,5,0,1,293,12.6 K,Kuri,0,2,4,38,6.5 K,KBM,"['hextech', 'ocean']",46.1 K,0,0,1,5,Lonely,1,3,2,258,10.1 K,Malrang,1,1,4,152,8.1 K,Hauz,1,0,2,273,10.0 K,Netuno,1,2,1,259,11.5 K,Ceos,1,1,3,37,6.3 K
95,late,LOS,"['ocean', 'chemtech', 'chemtech', 'chemtech', 'elder']",80.4 K,0,2,5,13,SuperCleber,7,2,4,333,19.4 K,Seize,1,5,7,186,12.4 K,Envy,0,2,10,450,17.9 K,Celo,4,4,3,397,19.8 K,Kabbie,1,6,9,45,11.0 K,RED,['hextech'],85.3 K,1,1,10,19,fNb,1,2,9,407,17.8 K,Aegis,4,3,8,277,15.8 K,Grevthar,3,2,10,384,17.0 K,Brance,9,4,7,466,23.6 K,JoJo,2,2,13,35,11.1 K
96,late,LOS,['cloud'],33.7 K,0,0,0,4,SuperCleber,0,3,2,142,6.3 K,Seize,2,5,2,116,6.7 K,Envy,2,4,2,177,8.1 K,Celo,0,3,0,205,7.6 K,Kabbie,0,5,2,30,5.0 K,RED,"['infernal', 'hextech']",50.2 K,3,1,11,20,fNb,10,1,4,212,13.8 K,Aegis,2,0,11,124,8.6 K,Grevthar,0,1,14,181,8.8 K,Brance,7,0,4,211,11.7 K,JoJo,1,2,15,33,7.3 K
97,late,LOS,['cloud'],65.2 K,0,1,3,7,SuperCleber,0,4,4,383,15.2 K,Seize,1,3,5,168,10.4 K,Envy,2,3,4,360,15.1 K,Celo,2,2,3,348,15.1 K,Kabbie,2,2,4,45,9.3 K,RED,"['elder', 'mountain', 'mountain', 'mountain', 'ocean']",73.4 K,1,1,8,14,fNb,6,0,5,360,17.8 K,Aegis,1,3,7,224,12.8 K,Grevthar,3,1,8,329,15.3 K,Brance,4,0,7,377,17.7 K,JoJo,0,3,12,34,9.6 K
98,late,VKS,['ocean'],73.6 K,0,0,5,15,Guigo,7,6,3,343,17.4 K,Disamis,1,5,6,197,11.7 K,Leleko,1,3,8,378,16.3 K,Smiley,4,5,4,406,18.1 K,ProDelta,2,4,9,43,10.2 K,PNG,"['ocean', 'ocean', 'hextech', 'cloud']",80.4 K,3,2,10,23,Wizer,5,2,10,356,18.0 K,CarioK,3,3,15,200,13.4 K,dyNquedo,6,1,14,312,16.6 K,TitaN,9,6,9,427,21.2 K,Kuri,0,3,20,28,11.2 K
99,late,PNG,"['mountain', 'cloud', 'chemtech']",66.3 K,0,1,4,13,Wizer,4,5,3,300,14.9 K,CarioK,1,8,11,165,11.0 K,dyNquedo,1,1,6,312,13.5 K,TitaN,4,3,4,363,16.4 K,Kuri,3,3,6,57,10.4 K,VKS,"['chemtech', 'chemtech', 'chemtech']",78.2 K,2,2,10,20,Guigo,7,2,5,276,15.7 K,Disamis,1,4,13,187,12.8 K,Leleko,6,1,9,419,19.7 K,Smiley,5,3,7,366,18.2 K,ProDelta,1,3,11,69,11.7 K
1,mid,RED,[],0,0,0,0,0,fNb,0,0,0,0,0,Aegis,0,0,0,0,0,Grevthar,0,0,0,0,0,Brance,0,0,0,0,0,JoJo,0,0,0,0,0,PNG,[],0,0,0,0,0,Wizer,0,0,0,0,0,CarioK,0,0,0,0,0,dyNquedo,0,0,0,0,0,TitaN,0,0,0,0,0,Kuri,0,0,0,0,0
10,mid,LOS,"['infernal', 'chemtech', 'hextech']",36.4 K,0,0,2,8,SuperCleber,1,0,0,180,7.1 K,Seize,0,0,5,126,6.2 K,Envy,2,1,1,172,7.1 K,Celo,5,0,1,231,10.6 K,Kabbie,0,1,8,18,5.5 K,FX,[],32.9 K,0,0,1,2,Kiari,0,0,0,210,7.8 K,sting,1,1,0,146,7.0 K,Fuuu,0,1,2,183,7.4 K,Kojima,1,3,0,140,6.2 K,scamber,0,3,1,24,4.4 K
100,mid,PNG,[],24.7 K,0,0,1,7,Wizer,2,3,0,85,4.7 K,CarioK,1,1,3,68,4.4 K,dyNquedo,0,0,2,138,5.0 K,TitaN,2,2,3,113,6.4 K,Kuri,2,1,3,19,4.2 K,VKS,"['infernal', 'ocean']",23.6 K,0,0,0,7,Guigo,1,2,2,114,5.3 K,Disamis,2,1,2,86,4.9 K,Leleko,1,0,1,125,4.8 K,Smiley,1,1,1,134,5.0 K,ProDelta,1,3,2,23,3.7 K
101,mid,VKS,['infernal'],20.0 K,0,0,0,2,Guigo,0,2,0,109,4.2 K,Disamis,0,1,1,80,3.7 K,Leleko,0,0,1,118,4.4 K,Smiley,1,1,1,87,4.0 K,ProDelta,1,1,1,23,3.6 K,PNG,[],21.2 K,0,0,0,5,Wizer,1,0,2,86,4.4 K,CarioK,1,1,1,70,3.9 K,dyNquedo,0,0,3,112,4.6 K,TitaN,1,1,0,105,4.4 K,Kuri,2,0,1,20,3.9 K
102,mid,PNG,['ocean'],20.3 K,0,0,0,3,Wizer,0,2,2,105,4.3 K,CarioK,2,1,0,87,4.6 K,dyNquedo,1,0,0,108,4.4 K,TitaN,0,0,1,104,4.2 K,Kuri,0,1,1,21,2.9 K,VKS,['chemtech'],21.1 K,0,0,0,4,Guigo,1,2,1,105,4.4 K,Disamis,1,0,0,82,4.0 K,Leleko,1,0,1,127,5.0 K,Smiley,0,0,1,110,4.1 K,ProDelta,1,1,0,32,3.5 K
103,mid,LLL,"['mountain', 'mountain']",58.2 K,0,1,4,12,Robo,0,3,6,241,11.0 K,Croc,2,3,7,196,11.2 K,tinowns,4,0,4,261,12.6 K,Route,3,0,7,289,14.8 K,RedBert,3,5,6,26,8.5 K,RED,"['mountain', 'chemtech', 'hextech']",55.1 K,0,0,3,11,fNb,1,2,3,260,11.1 K,Aegis,1,4,9,168,9.4 K,Grevthar,2,2,7,322,13.3 K,Brance,6,2,5,271,13.6 K,JoJo,1,2,10,30,7.7 K
104,mid,RED,[],34.0 K,0,0,4,5,fNb,1,0,0,208,8.8 K,Aegis,0,0,2,103,5.6 K,Grevthar,0,3,2,169,6.4 K,Brance,3,2,2,154,8.2 K,JoJo,1,1,4,26,5.1 K,LLL,"['hextech', 'ocean', 'cloud']",33.7 K,0,0,3,6,Robo,0,1,0,180,6.9 K,Croc,1,0,1,144,6.3 K,tinowns,3,2,2,178,8.1 K,Route,2,0,1,182,7.9 K,RedBert,0,2,4,20,4.5 K
105,mid,LLL,[],28.3 K,0,0,2,7,Robo,0,0,0,140,5.2 K,Croc,3,1,1,90,5.4 K,tinowns,0,0,2,149,6.1 K,Route,4,1,3,146,7.3 K,RedBert,0,1,7,13,4.4 K,RED,"['infernal', 'ocean']",25.2 K,0,0,0,3,fNb,0,1,0,139,5.5 K,Aegis,0,1,1,110,4.8 K,Grevthar,1,0,0,142,5.6 K,Brance,1,2,1,131,5.4 K,JoJo,1,3,1,25,3.9 K
106,mid,KBM,[],45.9 K,0,1,1,4,Lonely,0,1,0,229,9.4 K,Malrang,1,2,3,148,8.4 K,Hauz,1,5,1,246,10.5 K,Netuno,1,3,1,287,11.3 K,Ceos,1,5,2,29,6.3 K,RED,"['mountain', 'mountain', 'cloud', 'infernal']",54.6 K,1,1,6,16,fNb,2,0,2,249,11.3 K,Aegis,4,1,8,180,11.1 K,Grevthar,2,1,8,229,10.4 K,Brance,8,0,5,302,14.7 K,JoJo,0,2,12,31,7.1 K
